count 1521
1100 normal 0.0000121446
11001 normal 0.0000020241
11002 normal 0.0000020241
1101 normal 0.0000141687
11011 normal 0.0000020241
11014 normal 0.0000020241
11016 normal 0.0000060723
1102 normal 0.0000263132
11021 normal 0.0000020241
11024 normal 0.0000020241
11026 normal 0.0000020241
11029 normal 0.0000080964
1103 normal 0.0000303614
11030 normal 0.0000020241
11033 normal 0.0000101205
11037 normal 0.0000020241
11038 normal 0.0000040482
1104 normal 0.0000080964
11041 normal 0.0000020241
11044 normal 0.0000020241
1104466 normal 0.0000020241
11045 normal 0.0000020241
11046 normal 0.0000020241
11048 normal 0.0000020241
1105 normal 0.0000303614
11052 normal 0.0000020241
11059 normal 0.0000060723
1106 normal 0.0000101205
11065 normal 0.0000020241
1107 normal 0.0000080964
11071 normal 0.0000040482
11075 normal 0.0000040482
11076 normal 0.0000040482
11077 normal 0.0000020241
11079 normal 0.0000060723
1108 normal 0.0001234698
11084 normal 0.0000060723
11087 normal 0.0000020241
11089 normal 0.0000040482
1109 normal 0.0000688193
11091 normal 0.0000040482
11092 normal 0.0000020241
11094 normal 0.0000080964
11095 normal 0.0000020241
111 normal 0.0001416867
1110 normal 0.0000101205
11106 normal 0.0000020241
11108 normal 0.0000040482
1111 normal 0.0000283373
11111 normal 0.0000040482
11114 normal 0.0000040482
11115 normal 0.0000020241
1112 normal 0.0000728675
11121 normal 0.0000020241
11125 normal 0.0000020241
1113 normal 0.0000080964
11132 normal 0.0000020241
11134 normal 0.0000020241
11135 normal 0.0000040482
1114 normal 0.0000060723
1115 normal 0.0000323855
11150 normal 0.0000020241
11152 normal 0.0000040482
11155 normal 0.0000040482
1116 normal 0.0000101205
11161 normal 0.0000161928
11166 normal 0.0000040482
1117 normal 0.0000121446
11170 normal 0.0000020241
11171 normal 0.0000080964
11173 normal 0.0000020241
1118 normal 0.0000141687
11180 normal 0.0000040482
11182 normal 0.0000020241
11186 normal 0.0000020241
1119 normal 0.0000242892
11190 normal 0.0000020241
112 normal 0.0001072771
1120 normal 0.0000141687
11200 normal 0.0000121446
11201 normal 0.0000040482
11202 normal 0.0000040482
11203 normal 0.0000020241
11204 normal 0.0000040482
11205 normal 0.0000020241
11208 normal 0.0000040482
1121 normal 0.0000141687
11210 normal 0.0000020241
11211 normal 0.0000020241
1122 normal 0.0000121446
11220 normal 0.0000020241
11223 normal 0.0000020241
11227 normal 0.0000020241
1123 normal 0.0000222651
11232 normal 0.0000080964
11235 normal 0.0000020241
11236 normal 0.0000060723
11238 normal 0.0000020241
1124 normal 0.0000080964
11243 normal 0.0000040482
11244 normal 0.0000020241
1125 normal 0.0000283373
11253 normal 0.0000040482
11255 normal 0.0000020241
1126 normal 0.0000344096
1127 normal 0.0000344096
11270 normal 0.0000020241
11271 normal 0.0000020241
11273 normal 0.0000020241
11277 normal 0.0000020241
11278 normal 0.0000020241
1128 normal 0.0000060723
11283 normal 0.0000161928
11285 normal 0.0000020241
11288 normal 0.0000020241
11289 normal 0.0000020241
1129 normal 0.0000080964
11295 normal 0.0000020241
11297 normal 0.0000040482
113 normal 0.0001518072
1130 normal 0.0000040482
11308 normal 0.0000080964
1131 normal 0.0000040482
11310 normal 0.0000060723
11316 normal 0.0000101205
11317 normal 0.0000020241
11319 normal 0.0000020241
1132 normal 0.0000080964
11322 normal 0.0000020241
11325 normal 0.0000040482
11326 normal 0.0000020241
11327 normal 0.0000020241
1133 normal 0.0000222651
11334 normal 0.0000020241
11336 normal 0.0000020241
11337 normal 0.0000040482
1134 normal 0.0000020241
11340 normal 0.0000020241
11341 normal 0.0000020241
11343 normal 0.0000020241
11346 normal 0.0000020241
1135 normal 0.0000161928
11350 normal 0.0000020241
11352 normal 0.0000040482
113538 normal 0.0000020241
11354 normal 0.0000020241
11356 normal 0.0000040482
1136 normal 0.0000202410
11360 normal 0.0000020241
11361 normal 0.0000020241
11368 normal 0.0000020241
11369 normal 0.0000020241
1137 normal 0.0000283373
11372 normal 0.0000040482
11373 normal 0.0000020241
11378 normal 0.0000020241
11379 normal 0.0000080964
1138 normal 0.0000101205
11380 normal 0.0000121446
11381 normal 0.0000020241
11384 normal 0.0000020241
11386 normal 0.0000020241
1139 normal 0.0000060723
11390 normal 0.0000040482
11394 normal 0.0000121446
11397 normal 0.0000020241
114 normal 0.0001700241
114 satan 0.0000020138
1140 normal 0.0000101205
11400 normal 0.0000020241
11402 normal 0.0000020241
11403 normal 0.0000060723
11406 normal 0.0000060723
11407 normal 0.0000020241
1141 normal 0.0000182169
11411 normal 0.0000080964
11415 normal 0.0000080964
11416 normal 0.0000020241
11417 normal 0.0000060723
1142 normal 0.0000182169
11422 normal 0.0000020241
11423 normal 0.0000020241
1143 normal 0.0000141687
11430 normal 0.0000060723
11431 normal 0.0000020241
11433 normal 0.0000020241
11434 normal 0.0000020241
11436 normal 0.0000020241
11437 normal 0.0000080964
11439 normal 0.0000040482
1144 normal 0.0000141687
11440 normal 0.0000020241
11441 normal 0.0000040482
11448 normal 0.0000040482
1145 normal 0.0000101205
11451 normal 0.0000020241
11452 normal 0.0000020241
11455 normal 0.0000020241
1146 normal 0.0000101205
11461 normal 0.0000020241
11464 normal 0.0000020241
11466 normal 0.0000020241
11469 normal 0.0000020241
1147 normal 0.0000080964
114708 normal 0.0000020241
11471 normal 0.0000040482
11472 normal 0.0000121446
11478 normal 0.0000020241
11479 normal 0.0000080964
1148 normal 0.0000161928
11484 normal 0.0000020241
11485 normal 0.0000526265
11487 normal 0.0000060723
1149 normal 0.0000202410
11490 normal 0.0000020241
11495 normal 0.0000060723
11497 normal 0.0000020241
11499 normal 0.0000020241
115 normal 0.0002246746
1150 normal 0.0000283373
11501 normal 0.0000020241
11507 normal 0.0000020241
11508 normal 0.0000020241
11509 normal 0.0000161928
1151 normal 0.0000161928
11511 normal 0.0000020241
11512 normal 0.0000141687
1151491 normal 0.0000020241
11515 normal 0.0000020241
11516 normal 0.0000040482
1152 normal 0.0000141687
11520 normal 0.0000020241
11529 normal 0.0000020241
1153 normal 0.0000121446
1154 normal 0.0000141687
11540 normal 0.0000101205
11541 normal 0.0000040482
11542 normal 0.0000020241
11544 normal 0.0000020241
11545 normal 0.0000020241
11546 normal 0.0000020241
1155 normal 0.0000607229
11553 normal 0.0000020241
11554 normal 0.0000020241
11556 normal 0.0000020241
1156 normal 0.0000161928
11562 normal 0.0000040482
11564 normal 0.0000040482
1157 normal 0.0000040482
11572 normal 0.0000020241
11574 normal 0.0000020241
11575 normal 0.0000020241
11579 normal 0.0000020241
1158 normal 0.0001072771
11580 normal 0.0000101205
11582 normal 0.0000040482
11583 normal 0.0000020241
11585 normal 0.0000020241
11586 normal 0.0000060723
1159 normal 0.0000546506
1159100 warezmaster 0.0000000000
11592 normal 0.0000020241
11593 normal 0.0000040482
11598 normal 0.0000020241
11599 normal 0.0000020241
116 normal 0.0000344096
1160 normal 0.0000425060
11600 normal 0.0000020241
11601 normal 0.0000020241
11609 normal 0.0000040482
1161 normal 0.0000242892
11613 normal 0.0000020241
11614 normal 0.0000020241
11617 normal 0.0000020241
11618 normal 0.0000020241
11619 normal 0.0000080964
1162 normal 0.0000040482
11620 normal 0.0000060723
11627 normal 0.0000060723
11629 normal 0.0000020241
1163 normal 0.0000040482
116315 normal 0.0000020241
11633 normal 0.0000101205
11635 normal 0.0000020241
11637 normal 0.0000020241
1164 normal 0.0000425060
11642 normal 0.0000040482
11644 normal 0.0000020241
11648 normal 0.0000020241
1165 normal 0.0000202410
11650 normal 0.0000040482
11657 normal 0.0000020241
1166 normal 0.0000040482
11660 normal 0.0000121446
11662 normal 0.0000020241
11664 normal 0.0000020241
1167 normal 0.0000101205
11670 normal 0.0000040482
11671 normal 0.0000020241
11675 normal 0.0000020241
11676 normal 0.0000020241
11677 normal 0.0000040482
1168 normal 0.0000121446
11680 normal 0.0000040482
11681 normal 0.0000020241
11688 normal 0.0000040482
11689 normal 0.0000020241
1169 normal 0.0000182169
11693 normal 0.0000020241
11696 normal 0.0000040482
11697 normal 0.0000020241
117 normal 0.0001052530
1170 normal 0.0000303614
11700 normal 0.0000080964
11702 normal 0.0000020241
117028 normal 0.0000020241
11706 normal 0.0000020241
11707 normal 0.0000020241
1171 normal 0.0000020241
11710 normal 0.0000020241
11711 normal 0.0000060723
11715 normal 0.0000060723
11716 normal 0.0000040482
11718 normal 0.0000020241
11719 normal 0.0000020241
1172 normal 0.0000101205
11720 normal 0.0000020241
11724 normal 0.0000020241
1173 normal 0.0000323855
11732 normal 0.0000080964
11733 normal 0.0000020241
1174 normal 0.0000141687
11740 normal 0.0000060723
11741 normal 0.0000040482
11742 normal 0.0000020241
11743 normal 0.0000040482
11744 normal 0.0000020241
11748 normal 0.0000020241
1175 normal 0.0000344096
11751 normal 0.0000020241
11752 normal 0.0000020241
11753 normal 0.0000080964
11754 normal 0.0000040482
11755 normal 0.0000020241
11756 normal 0.0000040482
11758 normal 0.0000060723
1176 normal 0.0000101205
11762 normal 0.0000020241
11765 normal 0.0000020241
11766 normal 0.0000020241
11769 normal 0.0000020241
1177 normal 0.0000202410
11772 normal 0.0000040482
11773 normal 0.0000060723
11777 normal 0.0000020241
1178 normal 0.0000121446
11781 normal 0.0000040482
11783 normal 0.0000040482
11789 normal 0.0000020241
1179 normal 0.0000263132
11791 normal 0.0000020241
117915 normal 0.0000020241
11794 normal 0.0000040482
11795 normal 0.0000040482
11796 normal 0.0000020241
11799 normal 0.0000040482
118 normal 0.0000526265
1180 normal 0.0000242892
11804 normal 0.0000040482
1181 normal 0.0000202410
11819 normal 0.0000020241
1182 normal 0.0000141687
11821 normal 0.0000040482
11829 normal 0.0000040482
1183 normal 0.0000161928
11836 normal 0.0000020241
11839 normal 0.0000020241
1184 normal 0.0000222651
1184 warezclient 0.0000020588
11842 normal 0.0000040482
11843 normal 0.0000020241
11844 normal 0.0000121446
11848 normal 0.0000060723
1185 normal 0.0000323855
1185 warezclient 0.0000020588
11857 normal 0.0000020241
1186 normal 0.0000121446
11863 normal 0.0000040482
11865 normal 0.0000020241
11868 normal 0.0000040482
1187 normal 0.0000546506
11871 normal 0.0000020241
11872 normal 0.0000020241
11876 normal 0.0000020241
1188 normal 0.0000121446
11880 normal 0.0000020241
11881 normal 0.0000020241
11889 normal 0.0000344096
1189 normal 0.0000101205
11890 normal 0.0000020241
11891 normal 0.0000020241
11892 normal 0.0000040482
11894 normal 0.0000080964
119 normal 0.0000445301
1190 normal 0.0000060723
11902 normal 0.0000020241
11903 normal 0.0000020241
11905 normal 0.0000020241
1191 normal 0.0000161928
1191 warezclient 0.0000041176
11914 normal 0.0000020241
11915 normal 0.0000040482
11919 normal 0.0000020241
1192 normal 0.0000222651
11923 normal 0.0000020241
11924 normal 0.0000020241
11927 normal 0.0000020241
1193 normal 0.0000566747
11932 normal 0.0000020241
11939 normal 0.0000020241
1194 normal 0.0000141687
11941 normal 0.0000020241
11943 normal 0.0000080964
11949 normal 0.0000020241
1195 normal 0.0000445301
11953 normal 0.0000020241
11955 normal 0.0000020241
1196 normal 0.0000182169
11960 normal 0.0000020241
11961 normal 0.0000020241
11969 normal 0.0000040482
1197 normal 0.0000931084
11971 normal 0.0000020241
11972 normal 0.0000020241
11974 normal 0.0000060723
11979 normal 0.0000020241
1198 normal 0.0000182169
1198 warezclient 0.0000041176
11984 normal 0.0000040482
11985 normal 0.0000020241
11989 normal 0.0000020241
1199 normal 0.0000263132
11990 normal 0.0000020241
11995 normal 0.0000020241
120 normal 0.0000546506
1200 normal 0.0000182169
12003 normal 0.0000060723
12009 normal 0.0000040482
1201 normal 0.0000101205
12012 normal 0.0000040482
12013 normal 0.0000040482
1202 normal 0.0000283373
1202 warezclient 0.0000082353
12021 normal 0.0000060723
12023 normal 0.0000060723
12029 normal 0.0000020241
1203 normal 0.0000121446
12032 normal 0.0000040482
12035 normal 0.0000020241
1204 normal 0.0000182169
12041 normal 0.0000040482
12045 normal 0.0000020241
12047 normal 0.0000020241
1205 normal 0.0000161928
12052 normal 0.0000020241
12056 normal 0.0000020241
1206 normal 0.0000263132
12060 normal 0.0000020241
12062 normal 0.0000121446
12067 normal 0.0000040482
12068 normal 0.0000020241
1207 normal 0.0000202410
12073 normal 0.0000020241
12075 normal 0.0000020241
1208 normal 0.0000242892
1208 warezclient 0.0000020588
12082 normal 0.0000020241
12088 normal 0.0000040482
1209 normal 0.0000121446
12095 normal 0.0000040482
12097 normal 0.0000040482
12099 normal 0.0000020241
121 normal 0.0000263132
1210 normal 0.0000202410
12102 normal 0.0000020241
12105 normal 0.0000020241
12109 normal 0.0000040482
1211 normal 0.0001113253
1212 normal 0.0000809638
12126 normal 0.0000020241
12129 normal 0.0000020241
1213 normal 0.0000080964
12130 normal 0.0000020241
12139 normal 0.0000020241
1214 normal 0.0000789397
12148 normal 0.0000040482
12149 normal 0.0000141687
1215 normal 0.0001295421
12152 normal 0.0000080964
12153 normal 0.0000020241
12155 normal 0.0000020241
12156 normal 0.0000040482
12157 normal 0.0000020241
1216 normal 0.0000121446
12161 normal 0.0000303614
12164 normal 0.0000121446
12165 normal 0.0000020241
1217 normal 0.0000101205
121702 normal 0.0000020241
12172 normal 0.0000020241
12177 normal 0.0000020241
1218 normal 0.0000121446
12183 normal 0.0000020241
12187 normal 0.0000060723
1219 normal 0.0000101205
12192 normal 0.0000020241
12194 normal 0.0000040482
122 normal 0.0000323855
1220 normal 0.0000121446
12202 normal 0.0000020241
1221 normal 0.0000020241
12210 normal 0.0000020241
12211 normal 0.0000020241
12212 normal 0.0000040482
12215 normal 0.0000020241
12218 normal 0.0000020241
12219 normal 0.0000020241
1222 normal 0.0000242892
12220 normal 0.0000040482
12221 normal 0.0000020241
12222 normal 0.0000020241
1223 normal 0.0000202410
12231 normal 0.0000040482
12234 normal 0.0000141687
12235 normal 0.0000020241
12236 normal 0.0000020241
12238 normal 0.0000040482
12239 normal 0.0000020241
1224 normal 0.0000080964
12240 normal 0.0000020241
12249 normal 0.0000020241
1225 normal 0.0000323855
12257 normal 0.0000020241
12258 normal 0.0000020241
12259 normal 0.0000020241
1226 normal 0.0000303614
12260 normal 0.0000060723
12269 normal 0.0000020241
1227 normal 0.0001720482
12277 normal 0.0000040482
12279 normal 0.0000040482
1228 normal 0.0000303614
12282 normal 0.0000020241
12283 normal 0.0000020241
12287 normal 0.0000020241
12288 normal 0.0000020241
1229 normal 0.0000242892
12292 normal 0.0000020241
123 normal 0.0000303614
1230 normal 0.0000364337
12301 normal 0.0000040482
12304 normal 0.0000101205
12307 normal 0.0000020241
12309 normal 0.0000020241
1231 normal 0.0000364337
1232 normal 0.0000202410
12323 normal 0.0000020241
12324 normal 0.0000020241
12325 normal 0.0000101205
1233 normal 0.0000708434
12334 normal 0.0000101205
12335 normal 0.0000020241
12336 normal 0.0000060723
1234 normal 0.0000101205
12342 normal 0.0000020241
12346 normal 0.0000040482
12349 normal 0.0000060723
1235 normal 0.0000161928
12350 normal 0.0000020241
12351 normal 0.0000020241
12356 normal 0.0000020241
12358 normal 0.0000020241
1236 normal 0.0000242892
12360 normal 0.0000040482
12367 normal 0.0000020241
1237 normal 0.0000141687
12377 normal 0.0000020241
12378 normal 0.0000040482
1238 normal 0.0000121446
12382 normal 0.0000080964
12389 normal 0.0000020241
1239 normal 0.0000060723
12391 normal 0.0000020241
12397 normal 0.0000040482
124 normal 0.0000971566
1240 normal 0.0000384578
12401 normal 0.0000040482
124015 normal 0.0000020241
1241 normal 0.0000080964
12410 normal 0.0000020241
12412 normal 0.0000020241
12413 normal 0.0000040482
12417 normal 0.0000020241
12419 normal 0.0000020241
1242 normal 0.0000161928
12421 normal 0.0000020241
12422 normal 0.0000040482
12423 normal 0.0000020241
12425 normal 0.0000080964
12426 normal 0.0000020241
12428 normal 0.0000020241
1243 normal 0.0000161928
12434 normal 0.0000060723
12435 normal 0.0000020241
12439 normal 0.0000060723
1244 normal 0.0000344096
12444 normal 0.0000020241
12445 normal 0.0000040482
12446 normal 0.0000040482
1245 normal 0.0000080964
12455 normal 0.0000020241
12458 normal 0.0000020241
1246 normal 0.0000465542
12469 normal 0.0000040482
1247 normal 0.0000951325
12471 normal 0.0000182169
12474 normal 0.0000020241
1248 normal 0.0000566747
12482 normal 0.0000020241
1249 normal 0.0000526265
12492 normal 0.0000020241
12495 normal 0.0000020241
12498 normal 0.0000020241
125 normal 0.0000769156
125 satan 0.0000020138
1250 normal 0.0000080964
12501 normal 0.0000040482
125015 normal 0.0000141687
12505 normal 0.0000101205
1251 normal 0.0000080964
12518 normal 0.0000020241
12519 normal 0.0000020241
1252 normal 0.0000222651
12525 normal 0.0000020241
1253 normal 0.0000060723
12536 normal 0.0000040482
12537 normal 0.0000040482
12538 normal 0.0000020241
12539 normal 0.0000060723
1254 normal 0.0000263132
12542 normal 0.0000020241
12544 normal 0.0000020241
12547 normal 0.0000040482
12549 normal 0.0000020241
1255 normal 0.0000060723
12555 normal 0.0000020241
12556 normal 0.0000060723
12557 normal 0.0000020241
1256 normal 0.0000404819
12561 normal 0.0000020241
12564 normal 0.0000020241
12565 normal 0.0000020241
1257 normal 0.0000323855
12572 normal 0.0000020241
12573 normal 0.0000060723
12576 normal 0.0000040482
1258 normal 0.0000020241
12588 normal 0.0000040482
12589 normal 0.0000040482
1259 normal 0.0000445301
12591 normal 0.0000020241
12595 normal 0.0000020241
12596 normal 0.0000080964
12599 normal 0.0000020241
126 normal 0.0001234698
1260 normal 0.0000222651
12602 normal 0.0000020241
12603 normal 0.0000020241
12604 normal 0.0000040482
12605 normal 0.0000161928
12606 normal 0.0000020241
1261 normal 0.0000101205
12612 normal 0.0000020241
12613 normal 0.0000060723
12615 normal 0.0000101205
12618 normal 0.0000020241
1262 normal 0.0000323855
12623 normal 0.0000121446
12628 normal 0.0000020241
1263 normal 0.0000789397
12630 normal 0.0000040482
12631 normal 0.0000020241
12632 normal 0.0000020241
12634 normal 0.0000020241
12635 normal 0.0000161928
12636 normal 0.0000020241
1264 normal 0.0000080964
12640 normal 0.0000263132
12641 normal 0.0000020241
12642 normal 0.0000060723
12643 normal 0.0000080964
1265 normal 0.0000161928
12656 normal 0.0000020241
1266 normal 0.0000101205
12660 normal 0.0000020241
1267 normal 0.0000060723
12670 normal 0.0000020241
12678 normal 0.0000020241
1268 normal 0.0000182169
12684 normal 0.0000020241
12687 normal 0.0000020241
12689 normal 0.0000040482
1269 normal 0.0000344096
12691 normal 0.0000020241
12695 normal 0.0000020241
126992 normal 0.0000020241
127 normal 0.0001153735
1270 normal 0.0000384578
127020 normal 0.0000020241
12705 normal 0.0000040482
12706 normal 0.0000020241
1271 normal 0.0000303614
12712 normal 0.0000060723
12714 normal 0.0000020241
12719 normal 0.0000020241
1272 normal 0.0000222651
12721 normal 0.0000060723
12723 normal 0.0000020241
12725 normal 0.0000040482
12727 normal 0.0000040482
12728 normal 0.0000020241
1273 normal 0.0000141687
12731 normal 0.0000020241
12736 normal 0.0000040482
12738 normal 0.0000020241
1274 normal 0.0000728675
12746 normal 0.0000020241
12747 normal 0.0000020241
1275 normal 0.0000303614
12754 normal 0.0000020241
12756 normal 0.0000040482
1276 normal 0.0000222651
12764 normal 0.0000040482
12767 normal 0.0000020241
1277 normal 0.0000121446
12776 normal 0.0000020241
12777 normal 0.0000020241
1278 loadmodule 0.0000000000
1278 normal 0.0000161928
12783 normal 0.0000020241
12784 normal 0.0000020241
12789 normal 0.0000020241
1279 normal 0.0000263132
12797 normal 0.0000141687
12799 normal 0.0000020241
128 normal 0.0002165783
1280 normal 0.0000344096
1281 normal 0.0000506024
12810 normal 0.0000020241
12815 normal 0.0000040482
1282 normal 0.0000222651
12822 normal 0.0000060723
12823 normal 0.0000020241
1283 normal 0.0000263132
12833 normal 0.0000020241
12834 normal 0.0000020241
12835 normal 0.0000020241
12837 normal 0.0000020241
12839 normal 0.0000080964
1284 normal 0.0000101205
12840 normal 0.0000040482
12846 normal 0.0000040482
12847 normal 0.0000020241
12849 normal 0.0000080964
1285 normal 0.0000283373
12853 normal 0.0000020241
1286 normal 0.0000161928
12862 normal 0.0000020241
12863 normal 0.0000060723
1287 normal 0.0000263132
12872 normal 0.0000020241
12874 normal 0.0000040482
128756 normal 0.0000020241
12876 normal 0.0000040482
1288 normal 0.0000526265
12882 normal 0.0000040482
12884 normal 0.0001558554
12887 normal 0.0000101205
1289 normal 0.0000141687
12891 normal 0.0000020241
12894 normal 0.0000101205
129 normal 0.0001416867
1290 loadmodule 0.0000000000
1290 normal 0.0000263132
12906 normal 0.0000020241
12909 normal 0.0000040482
1291 normal 0.0000141687
12910 normal 0.0000040482
12913 normal 0.0000040482
12919 normal 0.0000080964
1292 normal 0.0000182169
12922 normal 0.0001315662
12925 normal 0.0000020241
12929 normal 0.0000040482
1293 normal 0.0000182169
1294 normal 0.0000141687
12941 normal 0.0000020241
12947 normal 0.0000020241
12948 normal 0.0000040482
1295 normal 0.0000526265
12953 normal 0.0000020241
12959 normal 0.0000020241
1296 normal 0.0000202410
1297 normal 0.0000141687
12977 normal 0.0000020241
1298 normal 0.0000141687
12984 normal 0.0000020241
12985 normal 0.0000020241
12986 normal 0.0000020241
12987 normal 0.0000020241
1299 normal 0.0000080964
12991 normal 0.0000020241
12992 normal 0.0000020241
12995 normal 0.0000020241
12997 normal 0.0000020241
130 normal 0.0002024096
1300 normal 0.0000040482
13001 normal 0.0000020241
13003 normal 0.0000080964
13006 normal 0.0000040482
1301 loadmodule 0.0000000000
1301 normal 0.0000141687
13014 normal 0.0000020241
13016 normal 0.0000121446
1302 normal 0.0000242892
13020 normal 0.0000121446
13023 normal 0.0000020241
13028 normal 0.0000020241
13029 normal 0.0000020241
1303 normal 0.0000222651
13030 normal 0.0000020241
130302 normal 0.0000020241
13031 normal 0.0000040482
13035 normal 0.0000020241
13038 normal 0.0000020241
1304 normal 0.0000242892
13043 normal 0.0000020241
13045 normal 0.0000040482
13046 normal 0.0000020241
13048 normal 0.0000020241
1305 normal 0.0000121446
13056 normal 0.0000020241
13057 normal 0.0000020241
1306 normal 0.0000121446
13060 normal 0.0000020241
13063 normal 0.0000040482
13069 normal 0.0000020241
1307 normal 0.0000344096
13070 normal 0.0000020241
13072 normal 0.0000020241
13075 normal 0.0000040482
13078 normal 0.0000020241
1308 normal 0.0000546506
13082 normal 0.0000020241
13083 normal 0.0000020241
13085 normal 0.0000020241
1309 normal 0.0000222651
13090 normal 0.0000060723
13096 normal 0.0000161928
13098 normal 0.0000020241
131 normal 0.0002206265
1310 normal 0.0000222651
13105 normal 0.0000040482
13108 normal 0.0000040482
1311 normal 0.0000121446
13110 normal 0.0000040482
13111 normal 0.0000141687
13114 normal 0.0000020241
1312 normal 0.0000040482
13125 normal 0.0000080964
1313 normal 0.0000121446
13130 normal 0.0000020241
13135 normal 0.0000020241
13137 normal 0.0000101205
13138 normal 0.0000020241
1314 normal 0.0000242892
13140 normal 0.0000040482
13144 normal 0.0000020241
13145 normal 0.0000040482
13149 normal 0.0000020241
1315 normal 0.0000242892
13152 normal 0.0000020241
13155 normal 0.0000040482
13158 normal 0.0000020241
13159 normal 0.0000020241
1316 normal 0.0000040482
13161 normal 0.0000020241
13164 normal 0.0000020241
13167 normal 0.0000020241
1317 normal 0.0000161928
13171 normal 0.0000020241
13175 normal 0.0000020241
13176 normal 0.0000040482
13177 normal 0.0000020241
13179 normal 0.0000060723
1318 normal 0.0000020241
13182 normal 0.0000020241
13183 normal 0.0000020241
13187 normal 0.0000202410
13188 normal 0.0000020241
1319 normal 0.0000384578
13194 normal 0.0000080964
13199 normal 0.0000020241
132 normal 0.0001700241
1320 normal 0.0000222651
13201 normal 0.0000020241
13202 normal 0.0000161928
13203 normal 0.0000020241
13204 normal 0.0000020241
13207 normal 0.0000020241
13208 normal 0.0000020241
13209 normal 0.0000060723
1321 normal 0.0000080964
13210 normal 0.0000101205
13215 normal 0.0000040482
1322 normal 0.0000404819
13224 normal 0.0000060723
13229 normal 0.0000020241
1323 normal 0.0000121446
1324 normal 0.0000242892
13241 normal 0.0000020241
13244 normal 0.0000040482
13248 normal 0.0000060723
1325 normal 0.0000080964
13258 normal 0.0000020241
13259 normal 0.0000020241
1326 normal 0.0000404819
13260 normal 0.0000020241
1326673 normal 0.0000020241
13267 normal 0.0000020241
1327 normal 0.0000060723
132712 normal 0.0000020241
13274 normal 0.0000020241
13276 normal 0.0000020241
13277 normal 0.0000040482
13278 normal 0.0000020241
1328 normal 0.0000242892
13283 normal 0.0000020241
13287 normal 0.0000040482
1329 normal 0.0000182169
13291 normal 0.0000020241
13292 normal 0.0000040482
13293 normal 0.0000040482
13294 normal 0.0000020241
13298 normal 0.0000020241
133 ipsweep 0.0000020048
133 normal 0.0001801445
1330 normal 0.0000242892
1331 normal 0.0000161928
13310 normal 0.0000040482
13311 normal 0.0000020241
13319 normal 0.0000020241
1332 normal 0.0000202410
13322 normal 0.0000020241
13326 normal 0.0000020241
1333 normal 0.0000080964
13330 normal 0.0000020241
13331 normal 0.0000020241
13332 normal 0.0000141687
13335 normal 0.0000242892
13336 normal 0.0000040482
1334 normal 0.0000101205
13340 normal 0.0000020241
13343 normal 0.0000040482
13344 normal 0.0000020241
13347 normal 0.0000020241
1335 normal 0.0000404819
13350 normal 0.0000020241
13351 normal 0.0000040482
13352 normal 0.0000141687
13353 normal 0.0000040482
13356 normal 0.0000101205
13357 normal 0.0000020241
13359 normal 0.0000020241
1336 normal 0.0000161928
13360 normal 0.0000020241
13364 normal 0.0000040482
13367 normal 0.0000040482
13369 normal 0.0000020241
1337 normal 0.0000829879
13370 normal 0.0000020241
13371 normal 0.0000040482
13372 normal 0.0000020241
13374 normal 0.0000020241
13376 normal 0.0000020241
1338 normal 0.0000141687
13380 normal 0.0000121446
13382 normal 0.0000020241
13386 normal 0.0000040482
13389 normal 0.0000020241
1339 normal 0.0000080964
13391 normal 0.0000020241
13392 normal 0.0000020241
13398 normal 0.0000040482
134 normal 0.0001437108
1340 normal 0.0000323855
13401 normal 0.0000020241
13402 normal 0.0000020241
13406 normal 0.0000020241
13408 normal 0.0000040482
1341 normal 0.0000101205
13410 normal 0.0000101205
13413 normal 0.0000020241
13416 normal 0.0000020241
1342 normal 0.0000829879
1343 normal 0.0000121446
13435 normal 0.0000020241
13439 normal 0.0000020241
1344 normal 0.0000364337
13443 normal 0.0000020241
134447 normal 0.0000020241
13445 normal 0.0000101205
1345 normal 0.0000141687
13451 normal 0.0000020241
13454 normal 0.0000020241
13458 normal 0.0000020241
1345841 normal 0.0000020241
1346 normal 0.0000101205
13460 normal 0.0000040482
13462 normal 0.0000080964
13465 normal 0.0000040482
13468 normal 0.0000040482
1347 normal 0.0000303614
13476 normal 0.0000020241
13478 normal 0.0000020241
1348 normal 0.0000121446
13483 normal 0.0000040482
13485 normal 0.0000020241
13486 normal 0.0000020241
13488 normal 0.0000020241
1349 normal 0.0000344096
13490 normal 0.0000020241
1349031 normal 0.0000020241
13496 normal 0.0000020241
135 normal 0.0001680000
1350 normal 0.0000121446
13501 normal 0.0000020241
13503 normal 0.0000020241
13504 normal 0.0000020241
13505 normal 0.0000020241
13507 normal 0.0000040482
13508 normal 0.0000020241
13509 normal 0.0000020241
1351 buffer_overflow 0.0000033333
1351 normal 0.0000060723
13510 normal 0.0000020241
1352 normal 0.0000202410
13525 normal 0.0000020241
1353 normal 0.0000182169
1354 normal 0.0000121446
13545 normal 0.0000040482
1355 normal 0.0000141687
1356 normal 0.0000202410
13567 normal 0.0000080964
13569 normal 0.0000020241
1357 normal 0.0000344096
13572 normal 0.0000020241
13573 normal 0.0000020241
13575 normal 0.0000020241
1358 normal 0.0000121446
13583 normal 0.0000020241
13585 normal 0.0000020241
1359 normal 0.0000546506
13591 normal 0.0000040482
13593 normal 0.0000121446
